cycle,pc,type,paddr,coreid,inst
0,00105a734,Read Request,024a591c0,0,3532602762600
0,000000000,Eviction (writable),01c09d1c0,15,3532602762598
0,ffffffff78d3ff7c,Read Request,37c4e7520,0,3532602762661
0,000000000,Eviction (writable),357183500,0,3532602762661
0,ffffffff78d3fff0,Read Request,37c4ecd78,0,3532602762690
0,000000000,Eviction (writable),007584d40,0,3532602762690
0,ffffffff78a71f10,Read Request,383eea910,0,3532602762700
0,000000000,Eviction (writable),378556900,3,3532602762693
0,00114b080,Fetch Request,007d4b080,0,3532602762700
0,000000000,Eviction (clean),007e97080,4,3532602762650
0,00106dc90,Fetch Request,007c6dc90,0,3532602762700
0,000000000,Eviction (clean),007e11c80,11,3532602762614
0,00131ea80,Fetch Request,007f1ea80,0,3532602762700
0,000000000,Eviction (clean),007d76a80,11,3532602762623
0,0011369c8,Fetch Request,007d369c8,0,3532602762700
0,000000000,Eviction (clean),007f2a9c0,11,3532602762630
0,00131eac0,Fetch Request,007f1eac0,0,3532602762700
0,000000000,Eviction (clean),3614caac0,11,3532602762650
0,00131eb00,Fetch Request,007f1eb00,0,3532602762700
0,000000000,Eviction (clean),007d3ab00,11,3532602762660
0,00131eb84,Fetch Request,007f1eb84,0,3532602762700
0,000000000,Eviction (clean),007d36b80,11,3532602762663
0,00131ebc0,Fetch Request,007f1ebc0,0,3532602762700
0,000000000,Eviction (clean),007d36bc0,11,3532602762678
0,00131ec00,Fetch Request,007f1ec00,0,3532602762700
0,000000000,Eviction (clean),3e96e6c00,11,3532602762694
0,ffffffff78a71f10,Read Request,383ee05c0,0,3532602762700
0,000000000,Eviction (writable),3573705c0,12,3532602762608
0,ffffffff78a71fcc,Read Request,383ecb740,0,3532602762700
0,000000000,Eviction (writable),37ccdf740,12,3532602762652
0,001008c78,Read Request,0075b1500,0,3532602762700
0,000000000,Eviction (dirty),3c5505500,14,3532602762624
0,ffffffff78d3fd04,Read Request,3722a0980,0,3532602762700
0,000000000,Eviction (writable),3be978980,14,3532602762662
0,ffffffff78d3fd1c,Read Request,3722a3578,0,3532602762700
0,000000000,Eviction (writable),3be99b540,14,3532602762668
0,ffffffff78d3fd8c,Read Request,3c5506480,0,3532602762700
0,000000000,Eviction (writable),37f522480,14,3532602762696
0,ffffffff78d3fd94,Read Request,3c55064c0,0,3532602762700
0,000000000,Eviction (dirty),3c55024c0,14,3532602762698
0,00105a740,Fetch Request,007c5a740,0,3532602762700
0,000000000,Eviction (clean),3c0baa740,15,3532602762601
0,001063990,Read Request,027c6e0e0,0,3532602762700
0,000000000,Eviction (writable),0075ee0c0,15,3532602762605
0,001008aac,Read Request,00903d100,0,3532602762700
0,000000000,Eviction (writable),36c8ad100,15,3532602762628
0,00106399c,Read Request,025a5c1a0,0,3532602762700
0,000000000,Eviction (dirty),0275c0180,15,3532602762635
0,001008aac,Read Request,0090dec90,0,3532602762700
0,000000000,Eviction (dirty),2d37a6c80,15,3532602762659
0,0010639ac,Read Request,02be6e598,0,3532602762700
0,0010639c0,Fetch Request,007c639c0,0,3532602762700
0,000000000,Eviction (clean),3c0bab9c0,15,3532602762671
0,001063aa4,Fetch Request,007c63aa4,0,3532602762700
0,000000000,Eviction (clean),3e7f53a80,15,3532602762677
0,001063ac0,Fetch Request,007c63ac0,0,3532602762700
0,000000000,Eviction (clean),3e7f53ac0,15,3532602762684
0,00114b174,Fetch Request,007d4b174,0,3532602762700
0,000000000,Eviction (clean),361433140,15,3532602762693
0,00114b180,Fetch Request,007d4b180,0,3532602762700
0,000000000,Eviction (clean),361433180,15,3532602762696
0,00114b18c,Read Request,029dc4710,0,3532602762700
0,000000000,Eviction (dirty),3c55bc700,15,3532602762699
0,001008c78,Read Request,0075e55a0,0,3532602762800
0,000000000,Eviction (writable),0246e9580,3,3532602762728
0,ffffffff78a71e40,Read Request,3816b5770,0,3532602762800
0,000000000,Eviction (writable),02eaa5740,3,3532602762766
0,0010075c0,Fetch Request,007c075c0,0,3532602762800
0,000000000,Eviction (clean),3c22075c0,4,3532602762708
0,fffffffd622038bc,Fetch Request,3e26e38bc,0,3532602762800
0,000000000,Eviction (clean),3c2207880,4,3532602762751
0,ffffffff78920c80,Fetch Request,3c0920c80,0,3532602762800
